Species,Latin Name,Year,Queens,Workers,Males,Unknown
Tree Bumblebee,BOMBUS hypnorum,2011,1,0,0,0
Honeybee,APIS mellifera,2011,0,50,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,7,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,6,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,10,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,8,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,17,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,6,0
Garden Bumblebee,BOMBUS hortorum,2011,0,0,1,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Shrill Carder,BOMBUS sylvarum,2011,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,2,0
Shrill Carder,BOMBUS sylvarum,2011,3,0,0,0
Shrill Carder,BOMBUS sylvarum,2011,0,1,0,0
Brown-banded Carder,BOMBUS humilis,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,11,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,3,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,7,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,17,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,7,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Brown-banded Carder,BOMBUS humilis,2011,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2011,0,0,2,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2011,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,5,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,3,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,3,0,0
Indet. Bee,Bombus sp.,2011,0,3,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Indet. Bee,Bombus sp.,2011,0,0,0,3
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,6,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,5,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,3,0,0,0
Common Carder,BOMBUS pascuorum,2010,8,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,10,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2009,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,4,0,0,0
Early Bumblebee,BOMBUS pratorum,2009,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2009,1,0,0,0
Common Carder,BOMBUS pascuorum,2009,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2009,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2009,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2009,0,4,0,0
Common Carder,BOMBUS pascuorum,2009,0,2,0,0
Common Carder,BOMBUS pascuorum,2009,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2009,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2009,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2009,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2009,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,7,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,9,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,5,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,2,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,22,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,3,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Red-tailed Cuckoo Bumblebee,BOMBUS rupestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,9,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,5,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,4,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,6,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,0,4,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,5,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,0,6,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,0,2,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2011,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,3,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,4,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,2
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,2
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2010,0,0,0,2
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,2,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,4,0,0,0
Common Carder,BOMBUS pascuorum,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,3,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,16,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,3,0,0,0
Common Carder,BOMBUS pascuorum,2010,3,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,2,0,0,0
Brown-banded Carder,BOMBUS humilis,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Honeybee,APIS mellifera,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,5,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,4,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,3,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,3,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Indet. Bee,Bombus sp.,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
Common Carder,BOMBUS pascuorum,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,16,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2011,3,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,4,0,0
Garden Bumblebee,BOMBUS hortorum,2011,2,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,17,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,13,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,18,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,11,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,10,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,3,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2011,0,5,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,4,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,4,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,5,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,0,2,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,5,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2011,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2011,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2010,0,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,0,0
Field Cuckoo Bumblebee,BOMBUS campestris,2010,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
